creation_date,update_date,city,zip_code,country,geometry_type,geometry_coords,description,headline,title,keyfacts,price_value,brand,id,numberOfRooms,numberOfBedrooms,livingSpace,numberOfFloors,fact_numberOfRooms,fact_numberOfBedrooms,fact_livingSpace,fact_numberOfFloors,availability,fact_availability,plotSpace,fact_plotSpace,lon,lat,price_m2
2025-12-02 15:47:00+00:00,2025-12-09 21:21:11.971000+00:00,Lyon 5ème,69005,FRA,Point,"[4.802258877369745, 45.75625566114492]","Au plein coeur du Point du Jour, situé au 3ème et dernier étage dans le programme récent ""Le Sandro"", beau T2 de 54.60m² rénové et entièrement meublé comprenant une entrée, un séjour lumineux avec une cuisine entièrement équipée donnant accès à un magnifique balcon de 20.60m², une belle chambre de 14.40m² avec rangements intégrés ayant également un accèes au balcon, une salle de une salle de douche, un wc indépendant. Le bien dispose également d'un garage en sous-sol. Belles préstations, l'appartement est proche des transports, écoles et commerces.
 Honoraires:546€+163€ Frais d'état des Lieux. Zone soumise à l'encadrement des loyers: Loyer de référence médian: 868€HC / Loyé majoré: 1042€HC
 Pour pendre rendez-vous, merci de contacter M Mougin, à l'adresse mail suivante:  ou par téléphone au Zéro 624704923",APPARTEMENT T2 LYON5  - 54.60m² - AVEC BALCON,Appartement à louer,"['2 pièces', '1 chambre', '54 m²', 'Étage 3/3']",1113.0,seloger,25N1RWT4NC96,2.0,1.0,54.0,33.0,2 pièces,1 chambre,54 m²,Étage 3/3,,,,,4.802258877369745,45.75625566114492,21.0
2025-12-06 02:41:00+00:00,2025-12-06 02:46:06.454000+00:00,Lyon 7ème,69007,FRA,MultiPolygon,"[[[[4.84766, 45.72935], [4.84722, 45.72525], [4.84923, 45.71884], [4.83756, 45.71852], [4.8405, 45.70778], [4.83764, 45.70748], [4.8237, 45.71418], [4.8204, 45.71997], [4.81872, 45.72657], [4.8214, 45.73539], [4.83856, 45.75674], [4.85991, 45.74955], [4.85723, 45.74146], [4.84864, 45.73771], [4.84766, 45.72935]]]]","T4 MEUBLÉ LYON 7 CENTURY 21 Le 7 de C½ur vous présente un agréable T4 meublé (3ème étage avec ascenseur), décoré avec soin et idéalement situé dans le 7ème arrondissement. À seulement six minutes à pied de Jean Macé, vous profitez d'un emplacement privilégié avec un accès rapide au Métro B, au Tram T2, ainsi qu'aux commerces, restaurants et écoles du secteur. L'appartement offre une surface confortable de 103 m². L'entrée mène à un séjour lumineux, doté d'un beau parquet et d'un espace bibliothèque. La cuisine est entièrement équipée et dispose d'un îlot central, avec un cellier attenant qui apporte un vrai plus au quotidien. Le logement se compose d'une suite parentale avec salle d'eau et dressing, de deux chambres supplémentaires et d'une salle de bain familiale spacieuse. Un garage complète la location de cet appartement, un avantage appréciable dans le quartier. Charges incluses : chauffage collectif, eau froide et eau chaude collectives. Disponible fin décembre. Complément de loyer de 110  € justifié par la mise à disposition du garage. Honoraires locataires : 1339.09 euros Dont : - Visite, constitution dossier, rédaction de bail : 1030.0 euros - Etablissement état des lieux : 309.09 euros - Dépôt de garantie : 3224.0 euros Location Meublée, Loyer 1870.0 euros /mois C.C dont complément de loyer : 110.0 euros, dont charges mensuelles : 148.0 euros, régularisation annuelle Montant estimé des dépenses annuelles d'énergie pour un usage standard entre 1780.0  € et 2470.0  € indexées aux années 2021, 2022, 2023 (abonnements compris).",4 pièces,Appartement à louer,"['4 pièces', '3 chambres', '103 m²', '3ème étage']",1870.0,seloger,252VRSYIT8N8,4.0,3.0,103.0,3.0,4 pièces,3 chambres,103 m²,3ème étage,,,,,4.837301861093974,45.7333707103981,18.0
2025-10-14 01:43:00+00:00,2025-11-13 03:05:11.454000+00:00,Lyon 8ème,69008,FRA,Point,"[4.8787728, 45.7267118]","160 rue Paul Santy, Lyon 8
VISITE VIRTUELLE DISPONIBLE SUR DEMANDE 
LE LOGEMENT
OQORO vous présente cette incroyable colocation meublée de 122m² pour 6 chambres réparties sur 2 niveaux, située à Lyon 8 au 160 rue Paul Santy.
LA CHAMBRE
Superficie : 14m²
Mobilier : un lit double, d'un grand placard et d'un bureau ainsi qu'une table de nuit avec lampe de chevet.
Les + de cette chambre : outre la poutre apparente et sa surface, son vrai plus vient de l'immense balcon sans vis à vis qu'elle partage avec la chambre 1 !
ESPACES COMMUNS
Cuisine ouverte sur salon
Grande pièce de vie
Grand balcon
Grands espaces de rangements
2 salles de bain
Toilettes séparées
CADRE DE VIE
Au quotidien, profitez d'un quartier agréable, proche de toutes commodités (pharmacie, salle de sport, restaurants, commerces, supermarchés, lycée, écoles et universités, la poste).
TRANSPORTS
Métro B (Mermoz-Pinel)
10 minutes du T4 (direct pour la Part-Dieu), du T6 et du métro D (arrêt Mermoz) qui est direct pour la Manufacture des Tabacs, Grange Blanche et Bellecour.
Nombreux bus 
?Stations Vélo'v dans un rayon de 200 mètres.
SERVICES ET ÉQUIPEMENTS INCLUS
Chauffage
Eau courante
Eau chaude
Electricité
Internet (Fibre)
Entretien de l'immeuble
Taxe ordures ménagères
-
Bail individuel à la chambre. Pas de caution solidaire. Chacun est libre de partir quand il veut sans se soucier des autres colocs, dès le moment où il respecte un mois de préavis. Eligible aux APL.
 POUR FAIRE UNE CANDIDATURE, ALLER SUR NOTRE SITE WEB OQORO ET RENSEIGNER LA REFERENCE : SL6726L
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : 
Montant estimé des dépenses annuelles d'énergie pour un usage standard : 3182 euros par an.
Prix moyens des énergies indexés sur l'année 2021,2022,2023 (abonnements compris)",Chambre en colocation appartement meublé,Appartement à louer,"['8 pièces', '7 chambres', '122 m²', '5ème étage']",550.0,seloger,25I9W55W2GNZ,8.0,7.0,122.0,5.0,8 pièces,7 chambres,122 m²,5ème étage,,,,,4.8787728,45.7267118,5.0
2025-11-22 10:40:00+00:00,2025-12-09 17:56:13.722000+00:00,Lyon 3ème,69003,FRA,MultiPolygon,"[[[[4.89486, 45.74378], [4.89188, 45.7391], [4.83856, 45.75674], [4.83995, 45.76355], [4.86996, 45.76373], [4.87181, 45.76122], [4.87448, 45.76055], [4.87378, 45.75875], [4.87657, 45.75817], [4.87506, 45.75482], [4.89354, 45.75395], [4.8984, 45.75292], [4.89486, 45.74378]]]]","LYON 3ème | Montchat | Proche de toutes commodités (tramway T3, arrêt de bus C9 C11 C13 C16 et 69, commerces et à deux pas des établissements scolaires..). Accès périphérique en 5 minutes sans nuisances.
 15 rue Feuillat, 69003 LYON
 ACCORIMM vous propose cet appartement de 72,06 m² traversant et lumineux au 5ème étage avec ascenseur, composé de 3 pièces. Une distribution harmonieuse et agréable à vivre avec un séjour spacieux donnant sur balcon. Cet appartement est composé d'une cuisine équipée et fermée avec cellier attenant, de deux grandes chambres dont l'une équipée d'un placard, d'une salle d'eau, et d'un WC séparé.
 Dans un écrin de verdure, il existe un jardin fermé et sécurisé pour les jours ensoleillés.
 Une cave et un garage en sous-sol sont loués avec l'appartement.

Loyer de base : 915 €

Charges récupérables : 95€, (comprenant 80€ d'eau froide et d'entretien des parties communes + 15€ d'entretien chaudière).

Loyer mensuel charges comprises (CC) : 1010 €.

Dépôt de garantie : 915€.

Honoraires de location (TTC) : 936,78 €, dont 206,18 € pour la réalisation de l'état des lieux

Loyer de référence majoré (loyer de base à ne pas dépasser) : 980.02 €(Conformément à l'arrêté préfectoral en vigueur au 1er novembre 2025)

Disponibilité : immédiate

DPE : C

GES : C (Logement non classé F ou G  non concerné par les restrictions liées à la consommation énergétique excessive)

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site",APPARTEMENT T3 MONTCHAT,Appartement à louer,"['3 pièces', '2 chambres', '72 m²', 'Étage 5/6']",1010.0,seloger,25IKLTRXWZ73,3.0,2.0,72.0,56.0,3 pièces,2 chambres,72 m²,Étage 5/6,,,,,4.869339587594364,45.75342466128125,14.0
2025-11-28 02:42:00+00:00,2025-11-28 02:46:11.450000+00:00,Lyon 3ème,69003,FRA,Point,"[4.844492, 45.759747]","Appartement 3 pièces Lyon 3ème - Oralia vous propose la location au 128 rue Pierre Corneille Lyon 3ème, un appartement 3 pièces de 96.60 m2 situé au 5ème étage avec ascenseur.
Il est composé d'une entrée avec placard de rangement, un séjour donnant sur un balcon, deux chambres, une cuisine donnant également sur un balcon, une salle de bains et des toilettes séparés.

Le bien bénéficie d'une cave et d'un grenier.

Chauffage: Collectif
Eau chaude : Collective
Eau froide : Collective 
LIBRE IMMEDIATEMENT

IMPORTANT ! Pour vous permettre de visiter le bien ; il convient de déposer votre dossier au préalable sur  ; lien directement sur l'annonce. 
 Loyer de 1 557,00 euros par mois charges comprises dont 267,00 euros par mois de provision pour charges (soumis la régularisation annuelle). 
 Les honoraires charge locataire sont de 1 255,80 euros ( soit 13,00 euros/m² ) dont 289,80 euros pour état des lieux ( soit 3,00 euros/m² ). 
Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1630 et 2260 euros. Prix moyens des énergies indexés en 2021. Zone soumise encadrement des loyers. Le loyer de base du bien proposé est de 1290 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 1352,4 euros",Appartement,Appartement à louer,"['3 pièces', '96,6 m²', 'Étage 5/7']",1557.0,seloger,25FSG1YWPQLJ,3.0,,96.6,57.0,3 pièces,,"96,6 m²",Étage 5/7,,,,,4.844492,45.759747,16.0
2025-12-03 23:02:00+00:00,2025-12-08 09:40:22.493000+00:00,Lyon 6ème,69006,FRA,Point,"[4.845509, 45.763695]","STUDIO A LOUER- Proche toutes commodités et transports, dans immeuble bourgeois sécurisé, studio entièrement rénové, comprenant une pièce principale avec coin cuisine aménagée ( plaque vitro 3 feux, hotte, lave-vaisselle, four) un coin nuit, et une salle d'eau avec WC.

Zone soumise à encadrement des loyers
Loyer de référence : 422,28 € HC/mois
Loyer de référence majoré : 506,73 € HC/mois
complément de loyer : 153,27 € /mois ( cuisine équipée, surface au sol de 37,64 m², belles prestations, immeuble de standing)
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",Studio,Appartement à louer,"['1 pièce', '24 m²', '1er étage', 'dès le 04/01/2026']",668.0,seloger,2553Z5WGQ6BF,1.0,,24.0,1.0,1 pièce,,24 m²,1er étage,dès le 04/01/2026,dès le 04/01/2026,,,4.845509,45.763695,28.0
2025-10-10 12:09:00+00:00,2025-11-17 13:11:12.717000+00:00,Lyon 3ème,69003,FRA,Point,"[4.864258, 45.752801]","Nous vous proposons un T4 meublé situé 4 rue Jean Renoir dans le 3ème arrondissement de Lyon au 5ème étage avec ascenseur. Le bien propose un garage privatif. Deux balcons complètent ce bien.
L'appartement propose une entrée desservant une pièce de vie donnant accès à une jolie terrasse lumineuse avec vue dégagée.
Une cuisine séparée toute équipée ( rangements, lave vaisselle, machine à laver, four, plaques hotte) donnant accès à un autre balcon.
3 chambres avec rangements dont une donnant directement sur la terrasse.
Une salle de bains avec un WC séparé.
Appartement traversant, copropriété sécurisée, calme, lumineux. 
Commerces et transports à proximité.
Disponible à partir de début novembre.
ZONE SOUMISE A L'ENCADREMENT DES LOYERS, loyer médian : 12,4 euros/m2, loyer majoré : 14,9 euros/m2
Dépot de dossier sur notre site internet.
Consultez les risques liés à ce bien sur :",T4 - MEUBLE - GARAGE - 83 m2 - 69003 - LYON,Appartement à louer,"['4 pièces', '3 chambres', '83,8 m²', 'Étage 5/5']",1400.0,seloger,25UJWVG8EKYZ,4.0,3.0,83.8,55.0,4 pièces,3 chambres,"83,8 m²",Étage 5/5,,,,,4.864258,45.752801,17.0
2025-11-21 12:15:00+00:00,2025-12-06 01:17:05.747000+00:00,Lyon 8ème,69008,FRA,Point,"[4.870614, 45.7300984]","Plusse vous propose un appartement Meublé de 56 m2 situé au 115 rue Professeur Beauvisage Lyon 69008 RDC
- Le quartier du 8ème au paysage urbain et à l'ambiance dynamique est un quartier emblématique de l'histoire ouvrière de la ville, l'attention portée au développement de la desserte en transport en commun permet de relier le centre-ville en moins de 30 minutes.
- Dans ce quartier vous trouverez de nombreux lieux de restauration, le Musée Urbain, le marché couvert à la Halle et le nouveau théâtre du 8ème.

[Disponible : 2025-11-24 ]

Cet appartement meublé vous proposera les éléments suivants :

- Un séjour lumineux avec un canapé confortable et une télévision
-Deux chambres, chacune équipée d'un lit double et de placards intégrés.
- Une cuisine équipée avec un four, un micro-onde, une hotte et un réfrigérateur-congélateur.
- Une agréable salle de bain disposant d'une petite fenêtre.
- Des WC séparés.
- Ce logement propose également un parking privé sans place nominative

[Transport]
L'appartement est situé à:
-À 2 min à pied de l'arrêt Beauvisage – CISL : tram T4, T6, bus 26, 34, C16
- À quelques minutes, arrêt Beauvisage – Pressensé : bus 35, C16, tram T6

[Loyer - Caution - frais]
Honoraires à la charge du locataire : 728 €TTC dont 168€ pour les frais d'état des lieux et 560 pour les frais de visites, constitution du dossier et rédaction du bail.
Dépôt de garantie : 1910 €
Montant du loyer charges comprises : 1040 € / mois
Montant des charges : 85 € / mois - Provision pour charge
?Loyer hors charges : 955€/ mois
Charges incluses : Eau, Entretien des parties communes, Taxe d'enlèvement des ordures ménagères
Charges NON incluses :  électricité, internet, chauffage

Montant du loyer de référence majoré = 952€
Montant du loyer de base = 952€ / mois
Montant éventuel du complément de loyer : 3€ / mois

[Performance énergétique]
Classement du logement en matière de performance énergétique : E : de 230 à 330 - E - 272 kWhEP/m².an
Classement du logement en matière d'émissions de gaz à effet de serre : B : de 6 à 10 - B - 8 kg éqCO2/m².an

À saisir rapidement !

Société PLUSSE SAS - ??Numéro SIRET : 84888128000012 - Numéro RCS Lyon B 848 881 280",115 rue Professeur Beauvisage Lyon 69008 RDC - T3 Meublé - 1040,Appartement à louer,"['3 pièces', '2 chambres', '56 m²', 'RDC']",1040.0,seloger,25JD4FUDULQH,3.0,2.0,56.0,,3 pièces,2 chambres,56 m²,RDC,,,,,4.870614,45.7300984,19.0
2025-12-01 12:13:00+00:00,2025-12-04 14:50:09.454000+00:00,Lyon 5ème,69005,FRA,Point,"[4.786040999999999, 45.75684899999993]","LYON 5ème 10 Avenue de Ménival - T4 traversant Est-Ouest de 65m² au 7ème étage sur 10  avec ascenseur comprenant un séjour avec cuisine ouverte, meublée équipée (plaque induction), 3 chambres, 1 SDD avec WC. Balcon. Nombreux Placards. Double vitrage. Chauffage collectif gaz et eau froide dans les charges. Loyer + charges : 945,64€ Caution : 785,64€  Honoraires : 851,11€ TTC  Disponibilité : Immédiate Encadrement des loyers : Le loyer de référence majoré : 654,70 Euros Le loyer de référence minoré : 785,64 Euros",T4 avec balcon,Appartement à louer,"['4 pièces', '3 chambres', '65 m²', 'Étage 7/10']",946.0,seloger,25G9YD6ZL8KR,4.0,3.0,65.0,710.0,4 pièces,3 chambres,65 m²,Étage 7/10,,,,,4.786040999999999,45.75684899999993,15.0
2025-11-28 15:04:00+00:00,2025-12-02 11:10:15.826000+00:00,Lyon 4ème,69004,FRA,Point,"[4.837102369890307, 45.774421815132754]","Idéalement situé dans la résidence verdoyante ""Chantoiseau"" à Caluire-et-Cuire, venez découvrir ce charmant T2 meublé de 32m² !
Il se compose d'une entrée desservant la salle d'eau, une chambre ainsi qu'une agréable pièce de vie avec kitchenette entièrement équipée.
Le balcon, accessible depuis le salon et la chambre, apporte une belle luminosité à l'ensemble et offre un véritable espace de détente au coeur de la verdure.
L'appartement bénéficie également d'un emplacement idéal, à proximité immédiate des transports en commun, notamment du bus C1 reliant directement la gare Part-Dieu.
Contactez LAFORET LYON 4 :",CALUIRE-ET-CUIRE Appartement T2 avec balcon,Appartement à louer,"['2 pièces', '1 chambre', '31 m²', 'RDC/10']",800.0,seloger,25FGN3B9WFXU,2.0,1.0,31.0,10.0,2 pièces,1 chambre,31 m²,RDC/10,,,,,4.837102369890307,45.774421815132754,26.0
2025-12-06 00:52:00+00:00,2025-12-10 00:51:16.764000+00:00,Lyon 3ème,69003,FRA,MultiPolygon,"[[[[4.89486, 45.74378], [4.89188, 45.7391], [4.83856, 45.75674], [4.83995, 45.76355], [4.86996, 45.76373], [4.87181, 45.76122], [4.87448, 45.76055], [4.87378, 45.75875], [4.87657, 45.75817], [4.87506, 45.75482], [4.89354, 45.75395], [4.8984, 45.75292], [4.89486, 45.74378]]]]","Appartement 1 pièce 87 m²

Appartement rénové à neuf – Rue Paul Bert (Part dieu, Villette)

?? 4 chambres disponibles

Découvrez une colocation moderne, intégralement repensée pour offrir un confort optimal.

L'appartement a été entièrement rénové, isolation comprise, avec une finition soignée et du mobilier de qualité.

? Les points forts de l'appartement :4 chambres lumineuses, meublées avec literie et rangements

Cuisine haut de gamme entièrement équipée : four, plaques, grand frigo, micro-ondes machine à laver

2 chambres avec salles d'eau privative + 1 salle d'eau commune

Décoration contemporaine, chaleureuse et prête à vivre
Internet fibre

? Localisation : Rue Paul Bert – Coeur de Lyon 3

Emplacement stratégique, à proximité immédiate de tous les commerces : supermarchés, cafés, restaurants, pharmacie, boulangerie…

Le métro est à quelques pas seulement, permettant de rejoindre rapidement tout Lyon (Part-Dieu, Bellecour etc).

? Loyer : 600 euros/mois toutes charges comprise, eau, électricité, chauffage
Deux mois de loyers en caution soit 1050 euros.
Honoraires de l'agence, 200 euros.

?? Pour postuler
Merci d'envoyer un message contenant :
Nom & prénom
Âge
Situation professionnelle + revenus
Garantie Visale

?? Envoyez-nous ces informations par message, et nous organiserons une visite rapidement !

Loyer de base 540 euros/mois. Dépôt de garantie 1 000 euros. Classe énergie D, Classe climat D Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1300.00 euros et 550.00 euros sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr.",Appartement à louer Lyon,Appartement à louer,"['1 pièce', '87 m²', 'Étage 2/5']",540.0,seloger,25ZSHH8GWKSL,1.0,,87.0,25.0,1 pièce,,87 m²,Étage 2/5,,,,,4.869339587594364,45.75342466128125,6.0
2025-12-02 17:20:00+00:00,2025-12-09 16:31:11.330000+00:00,Lyon 5ème,69005,FRA,Point,"[4.785665, 45.754123]","Dans une résidence de 1978 sécurisée et arborée, T2 meublé de 63,04 m2 avec de belles prestations situé au 1er étage avec ascenseur.
 Il se compose d'une entrée avec placard, un séjour de 22,57m2, une cuisine entièrement équipée (réfrigérateur-congélateur, four encastré, micro-ondes, plaque de cuisson, lave-vaisselle) avec buanderie attenante (lave-linge, sèche-linge) donnant tous deux sur un balcon de 12,05 m2. Un dégagement nuit dessert un placard, une chambre de 11,44m2, une salle d'eau et un WC indépendant.
 Une cave et une place de parking en sous-sol complètent ce bien.
 Loyer : 1012€ dont 100€ de charges comprenant l'eau froide, l'entretien de la chaudière et de la copropriété. Dépôt de garantie : 1824€. Honoraires : 819,52€ (soit 13€/m2)
 Eau chaude et chauffage individuels via chaudière au gaz.
 Zone soumise à l'encadrement des loyers, loyer de référence médiant : 13,70€/m², loyer majoré : 16,40€/m²
 Nos annonces disponibles sont à jour, merci deDE NE PASnous contacter par téléphone et d'envoyer votre dossier via notre site Bétemps Immobilier > espace LOCATION > selectionner le bien et cliquer sur déposer votre candidatureoutélécharger la fiche de renseignements et la renvoyer munie de toutes les pièces justificatives à l'adresse indiquée espace location > documents.
 Les visites seront programmées après l'étude du dossier.","T2 meublé de 63,04m2 avec balcon",Appartement à louer,"['2 pièces', '1 chambre', '63 m²', '1er étage']",1012.0,seloger,259UKXY16DA5,2.0,1.0,63.0,1.0,2 pièces,1 chambre,63 m²,1er étage,,,,,4.785665,45.754123,16.0
2025-11-13 07:57:00+00:00,2025-11-25 01:17:06.947000+00:00,Lyon 8ème,69008,FRA,Point,"[4.852308, 45.734707]","19 rue Général Gouraud  
69008 LYON
ETAGE 3 SANS ASCENSEUR
Dans un immeuble sans ascenseur, avec interphone. Appartement comprenant une entrée, une cuisine séparée (11.00m²), un séjour (13.28m²) avec alcove (5.13m²), une salle de bains (3.86m²), wc séparés. 
Chaudière individuel à gaz. Double vitrage. 
 LOYER CC 745.00€ 
Loyer de référence : 645.60€ / Loyer majoré : 774.72€ 
Honoraires* 400.00 € + Frais d’état des lieux* 120.00 €
TOTAL 520.00€",19 rue Général Gouraud 69008 LYON,Appartement à louer,"['1 pièce', '40,4 m²', '3ème étage']",745.0,seloger,25J9H5AYI25H,1.0,,40.4,3.0,1 pièce,,"40,4 m²",3ème étage,,,,,4.852308,45.734707,18.0
2025-11-24 15:55:00+00:00,2025-12-02 13:06:13.723000+00:00,Lyon 8ème,69008,FRA,Point,"[4.8776900821160885, 45.74639806271659]","À louer – Charmant studio meublé de 15 m² avec jardin privatif – Lyon 8

À découvrir : très beau studio meublé de 15 m² situé en rez-de-chaussée d’une petite maison, bénéficiant d’un agréable jardin privatif, rare sur le secteur.

Idéalement implanté rue Professeur Roux (69008 Lyon), ce studio offre un emplacement privilégié, à proximité immédiate du tramway, des bus, des commerces et des écoles.

Un bien confortable, fonctionnel et parfaitement situé.",a louer studio meublé de 15 m²-LYON 8ème-Moulin à vent,Appartement à louer,"['1 pièce', '15,3 m²', 'RDC']",650.0,seloger,25YEWPNNHJRZ,1.0,,15.3,,1 pièce,,"15,3 m²",RDC,,,,,4.8776900821160885,45.74639806271659,42.0
2025-10-09 15:23:00+00:00,2025-12-10 01:16:48.570000+00:00,Lyon 3ème,69003,FRA,Point,"[4.885575000000001, 45.74274999999992]","Rue Viala, situé au 1er étage, appartement de type T2, entiérement meublé de 36.88m². L'appartement se compose d'une pièce de vie avec cuisine équipée, d'une belle chambre, d'une salle de bains et de wc. Proche des transports et des écoles.
Honoraires: 368€ + Frais d'état des lieux: 110€ /  Zone soumise à l'encadrement des loyers : Loyer de référence médian : 564€HC / Loyer majoré : 678€HC / Complément de loyer: 233€.
 La prise de rendez-vous s'effectue en ligne, merci de vous rediriger sur notre site IBT GESTION et de cliquer sur la rubrique ""prendre rendez-vous"", celle-ci se situe au niveau du descriptif de l'annonce. Il vous suffira de réserver votre créneau de visite ou de remplir le formulaire afin d'être placé sur la liste d'attente en attendant de recevoir une invitation. Les garants physiques couvrants 3X le montant du loyer sont obligatoires pour pouvoir visiter le logement.
 Nous ne prenons pas de dossier de candidature sans visite.

 Vous pouvez également nous contacter sur notre standard téléphonique pour plus d'informations.",69003 - 36.88m²,Appartement à louer,"['2 pièces', '1 chambre', '38 m²', '1er étage']",948.0,seloger,25C8NE55EVAK,2.0,1.0,38.0,1.0,2 pièces,1 chambre,38 m²,1er étage,,,,,4.885575000000001,45.74274999999992,25.0
2025-11-07 03:43:00+00:00,2025-12-01 03:01:14.207000+00:00,Lyon 8ème,69008,FRA,Point,"[4.886198, 45.727542]","A 2 pas du métro Mermoz - Logement neuf novembre 2025 - 37m2 En 4ème étage avec ascenseur, il se compose d'une belle pièce de vie ouvrant sur un large balcon, d'un coin cuisine équipée de plaques de cuisson, réfrigérateur et four ainsi que d'une belle salle d'eau avec grande douche, meuble vasque et WC.Pour tout renseignement ,merci de faire une demande de contact en suivant le lien de cette annonce. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques.gouv.fr.Zone soumise à encadrement des loyers. Loyer de référence majoré : 676,20 eurosLoyer de base : 562,28 eurosComplément de loyer : 0 euros",Appartement,Appartement à louer,"['1 pièce', '36,8 m²', 'Étage 4/4']",699.0,seloger,256BSRSIGW9X,1.0,,36.8,44.0,1 pièce,,"36,8 m²",Étage 4/4,,,,,4.886198,45.727542,19.0
2025-12-08 06:31:00+00:00,2025-12-10 01:20:12.486000+00:00,Lyon 3ème,69003,FRA,MultiPolygon,"[[[[4.86957, 45.75282], [4.87049, 45.75265], [4.87093, 45.7526], [4.87163, 45.75252], [4.87195, 45.75249], [4.87217, 45.75249], [4.87249, 45.75247], [4.87277, 45.75248], [4.8732, 45.75249], [4.87367, 45.75252], [4.87398, 45.75253], [4.87402, 45.75254], [4.87452, 45.75257], [4.87484, 45.75258], [4.87543, 45.75261], [4.87588, 45.75263], [4.8764, 45.75265], [4.87687, 45.75267], [4.87706, 45.75269], [4.87759, 45.75272], [4.87828, 45.75276], [4.87877, 45.75279], [4.87906, 45.7528], [4.87927, 45.7528], [4.87994, 45.75284], [4.87999, 45.75284], [4.88036, 45.75286], [4.88074, 45.75289], [4.88113, 45.75293], [4.88146, 45.75298], [4.88168, 45.75302], [4.88202, 45.7531], [4.88242, 45.75321], [4.88285, 45.75336], [4.88319, 45.7535], [4.88361, 45.7537], [4.88379, 45.75378], [4.88375, 45.75362], [4.8837, 45.75338], [4.88367, 45.75326], [4.88342, 45.75211], [4.88338, 45.75189], [4.88329, 45.75148], [4.88324, 45.75129], [4.88319, 45.7512], [4.88309, 45.75093], [4.88297, 45.75062], [4.88286, 45.75032], [4.88265, 45.74984], [4.88258, 45.74966], [4.88232, 45.74904], [4.88219, 45.74876], [4.88105, 45.74839], [4.88023, 45.74813], [4.87963, 45.74832], [4.87859, 45.74865], [4.87806, 45.74881], [4.87786, 45.74889], [4.87712, 45.74918], [4.87672, 45.74935], [4.87569, 45.74977], [4.87523, 45.75003], [4.87467, 45.7503], [4.87445, 45.75041], [4.87395, 45.75066], [4.87331, 45.75098], [4.87275, 45.75126], [4.87189, 45.75169], [4.87139, 45.75194], [4.87133, 45.75197], [4.87126, 45.752], [4.87072, 45.75226], [4.87061, 45.75232], [4.87057, 45.75234], [4.8704, 45.75242], [4.87029, 45.75247], [4.86967, 45.75278], [4.86957, 45.75282]]]]","AU 20 RUE JEANNE D'ARC MONTCHAT nombreux commerces et transports, venez découvrir ce T4 situé au deuxième étage avec ascenseur, il donne entièrement sur jardin et se compose d'une entrée, une cuisine indépendante,séjour donnant sur un balcon à vivre, 3 chambres, une salle de bains, wc, le chauffage est individuel, un garage en sous sol complète cette location.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",APPARTEMENT,Appartement à louer,"['4 pièces', '3 chambres', '85 m²', '2ème étage']",1333.0,seloger,252AP1MVNE9L,4.0,3.0,85.0,2.0,4 pièces,3 chambres,85 m²,2ème étage,,,,,4.87847802879837,45.75104580825253,16.0
2025-11-24 18:44:00+00:00,2025-11-25 11:31:24.128000+00:00,Lyon 1er,69001,FRA,Point,"[4.8349099908, 45.7721929931]","LYON 1er - PLACE COLBERT - Bel appartement T2 MEUBLE en très bon état mariant le bois, la pierre et les beaux matériaux. Il donne sur une vue de Lyon imprenable et est composé d'un salon séjour avec cuisine aménagée et équipée, une chambre avec espace bureau, une salle d'eau et un WC. Disponible à partir du 22 décembre 2025. Indice de performance énergétique : E Loyer charges comprises : 1.099  € (dont charges 13  €) Honoraires locataire : 593  € Dépôt de garantie : 1.500  €",Appartement Lyon 2 pièce(s) 48 m2,Appartement à louer,"['2 pièces', '1 chambre', '45,6 m²', 'Étage 5/5']",1099.0,seloger,25RSQ4AMDIJD,2.0,1.0,45.6,55.0,2 pièces,1 chambre,"45,6 m²",Étage 5/5,,,,,4.8349099908,45.7721929931,24.0
